model,k,users_evaluated,ndcg@k_mean,map@k_mean
popularity_baseline,10,500,0.0,0.0
popularity_baseline,10,500,0.0,0.0
popularity_baseline,10,500,0.04384926329039148,0.029592857142857143
popularity_baseline,10,500,0.04384926329039148,0.029592857142857143
popularity_baseline,10,500,0.04384926329039148,0.029592857142857143
item_knn_sklearn,10,500,0.0,0.0
mf_sgd,10,500,0.04281097660577453,0.030656349206349204
item_knn_sklearn,10,500,0.008035565121611998,0.0074
mf_sgd,10,500,0.04281097660577453,0.030656349206349204
item_knn_sklearn,10,500,0.0033790810408827108,0.002619047619047619
mf_sgd,10,500,0.04281097660577453,0.030656349206349204
content_tfidf,10,300,0.025275788507117,0.02073148148148148
content_embeddings,10,300,0.01557912184138652,0.013166666666666667
item_knn_sklearn,10,500,0.0033790810408827108,0.002619047619047619,0.08536476471113492,0.664078213315716,
mf_sgd,10,500,0.04281097660577453,0.030656349206349204,0.05562996696133583,0.7364192616372391,
popularity,10,500,0.04384926329039148,0.029592857142857143,0.005625502276989017,0.7076190476190476,
hybrid_weighted,10,500,0.044410514997721376,0.02977301587301587,0.005536208590052683,0.7021354838709677,"{'mf': 0.4385994459859567, 'knn': 0.3806773601727728, 'pop': 0.84974811785247}"
hybrid_rrf,10,500,0.031100548032474043,0.017253968253968254,0.059201714438789174,0.7748675716440423,
item_knn_sklearn,10,1000,0.0016895405204413554,0.0013095238095238095,0.11840342887757835,0.7279944350245641,
mf_sgd,10,1000,0.05035844156604531,0.039001190476190474,0.07107777480132155,0.7840874371859297,
popularity,10,1000,0.041197797811398956,0.027851190476190474,0.005804089650861684,0.7257753846153846,
hybrid_weighted,10,1000,0.04134801727508609,0.027804761904761905,0.005625502276989017,0.7166349206349206,"{'mf': 0.308631150008574, 'knn': 0.0223757437092651, 'pop': 0.6}"
hybrid_rrf,10,1000,0.039096421034256486,0.025109920634920634,0.08286454147691759,0.8208818965517242,
item_knn_sklearn,10,1000,0.0016895405204413554,0.0013095238095238095,0.11840342887757835,0.7279944350245641,
mf_sgd,10,1000,0.05035844156604531,0.039001190476190474,0.07107777480132155,0.7840874371859297,
popularity,10,1000,0.041197797811398956,0.027851190476190474,0.005804089650861684,0.7257753846153846,
hybrid_weighted,10,1000,0.041197797811398956,0.027851190476190474,0.005804089650861684,0.7257538461538462,"{'mf': 0.000437975545451231, 'knn': 0.0388485226152033, 'pop': 0.4}"
hybrid_rrf,10,1000,0.039096421034256486,0.025109920634920634,0.08286454147691759,0.8208818965517242,
item_knn_sklearn,10,1000,0.0016895405204413554,0.0013095238095238095,0.11840342887757835,0.7279944350245641,
mf_sgd,10,1000,0.05035844156604531,0.039001190476190474,0.07107777480132155,0.7840874371859297,
popularity,10,1000,0.041197797811398956,0.027851190476190474,0.005804089650861684,0.7257753846153846,
hybrid_weighted,10,1000,0.04972515313600822,0.038440079365079365,0.06572015358514154,0.7908092391304347,"{'mf': 0.930779679195657, 'knn': 0.0662466336473804, 'pop': 0.00297368715696219}"
hybrid_rrf,10,1000,0.039096421034256486,0.025109920634920634,0.08286454147691759,0.8208818965517242,
item_knn_sklearn,10,1000,0.0016895405204413554,0.0013095238095238095,0.11840342887757835,0.7279944350245641,
mf_sgd,10,1000,0.05035844156604531,0.039001190476190474,0.07107777480132155,0.7840874371859297,
popularity,10,1000,0.041197797811398956,0.027851190476190474,0.005804089650861684,0.7257753846153846,
hybrid_weighted,10,1000,0.04972515313600822,0.038440079365079365,0.06572015358514154,0.7908092391304347,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}"
hybrid_rrf,10,1000,0.039096421034256486,0.025109920634920634,0.08286454147691759,0.8208818965517242,
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229165531,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229172259,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229175051,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229175855,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229183022,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229183700,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229184038,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229184343,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229185334,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229185815,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229190333,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229190851,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229201141,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229204525,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229205008,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251229210520,42
hybrid_weighted,10,50,"{'mf': 0.9307796791956574, 'knn': 0.06624663364738044, 'pop': 0.0029736871569621902}",0.059485477627179185,0.04666666666666667,0.012590409858023038,0.5122836879432624,20251230175115,42
