number,value,datetime_start,datetime_complete,duration,params_w_knn,params_w_mf,params_w_pop,user_attrs_weights_normalized,state
103,0.03923461720017853,2025-11-17 18:14:35.210737,2025-11-17 18:14:49.890983,0 days 00:00:14.680246,0.1524375665329934,0.743928409302195,0.04371065777499907,"{'w_mf': 0.7913486865908771, 'w_knn': 0.16215440431445, 'w_pop': 0.046496909094672974}",COMPLETE
104,0.04080530459844179,2025-11-17 18:14:49.890983,2025-11-17 18:15:04.650658,0 days 00:00:14.759675,0.08507776766689512,0.7874357010800248,0.7654791441416747,"{'w_mf': 0.36581821242501084, 'w_knn': 0.03952449303775092, 'w_pop': 0.3}",COMPLETE
105,0.04816764432872368,2025-11-17 18:15:04.650658,2025-11-17 18:15:19.726244,0 days 00:00:15.075586,0.048464979479364845,0.7088100897704042,0.019571376041045543,"{'w_mf': 0.9124198148387733, 'w_knn': 0.06238682016652835, 'w_pop': 0.02519336499469847}",COMPLETE
106,0.03908003656821501,2025-11-17 18:15:19.726244,2025-11-17 18:15:35.122934,0 days 00:00:15.396690,0.06708385867087123,0.6760243856824001,0.10984220922053609,"{'w_mf': 0.7925716937600554, 'w_knn': 0.07864918576430106, 'w_pop': 0.12877912047564347}",COMPLETE
107,0.04121093344238319,2025-11-17 18:15:35.122934,2025-11-17 18:15:50.703070,0 days 00:00:15.580136,0.1209725683532242,0.815352564643145,0.46306081428371676,"{'w_mf': 0.5569280164223536, 'w_knn': 0.08263052752396241, 'w_pop': 0.3}",COMPLETE
108,0.03821403947038754,2025-11-17 18:15:50.703070,2025-11-17 18:16:05.613273,0 days 00:00:14.910203,0.18458243929198923,0.6565786819506068,0.043044148987424834,"{'w_mf': 0.7425636377170672, 'w_knn': 0.20875519012001725, 'w_pop': 0.04868117216291546}",COMPLETE
109,0.03849349866673335,2025-11-17 18:16:05.614270,2025-11-17 18:16:21.042558,0 days 00:00:15.428288,0.15453278766585515,0.7495976294255954,0.144835619046135,"{'w_mf': 0.7146061965797297, 'w_knn': 0.14731915271047552, 'w_pop': 0.1380746507097947}",COMPLETE
110,0.04889114667489907,2025-11-17 18:16:21.042558,2025-11-17 18:16:36.525105,0 days 00:00:15.482547,0.10688778000908568,0.7781155737833294,0.01694616035468862,"{'w_mf': 0.8627041331899009, 'w_knn': 0.11850749773967147, 'w_pop': 0.018788369070427573}",COMPLETE
111,0.05893617302601399,2025-11-17 18:16:36.526109,2025-11-17 18:16:54.826517,0 days 00:00:18.300408,0.20796440410779987,0.919346633501997,0.0016457586329305044,"{'w_mf': 0.8143328748820748, 'w_knn': 0.1842093557520754, 'w_pop': 0.0014577693658497308}",COMPLETE
112,0.05842394682263463,2025-11-17 18:16:54.827520,2025-11-17 18:17:13.871498,0 days 00:00:19.043978,0.20431930833162576,0.7997750916774735,0.00045262930093864766,"{'w_mf': 0.7961549517764144, 'w_knn': 0.20339446772537892, 'w_pop': 0.00045058049820677007}",COMPLETE
113,0.03766578664508518,2025-11-17 18:17:13.871498,2025-11-17 18:17:36.776516,0 days 00:00:22.905018,0.21277387531219538,0.8064097332416846,0.05858462176699563,"{'w_mf': 0.7482218445069571, 'w_knn': 0.19742080841337087, 'w_pop': 0.05435734707967192}",COMPLETE
114,0.04421397800951864,2025-11-17 18:17:36.777509,2025-11-17 18:17:57.860056,0 days 00:00:21.082547,0.1449061057411199,0.7225256864201655,0.02122526198999415,"{'w_mf': 0.81305345301087, 'w_knn': 0.16306189779758612, 'w_pop': 0.02388464919154391}",COMPLETE
115,0.05934995606405615,2025-11-17 18:17:57.860056,2025-11-17 18:18:14.769639,0 days 00:00:16.909583,0.19626755097099635,0.8580457512480075,0.00023792947015598164,"{'w_mf': 0.8136596169667417, 'w_knn': 0.1861147614958628, 'w_pop': 0.00022562153739545757}",COMPLETE
116,0.03702329269283643,2025-11-17 18:18:14.770680,2025-11-17 18:18:31.553321,0 days 00:00:16.782641,0.17879923186850252,0.9134575208004574,0.07465573095481447,"{'w_mf': 0.7827986533863891, 'w_knn': 0.15322420008161416, 'w_pop': 0.06397714653199675}",COMPLETE
117,0.04187227431459155,2025-11-17 18:18:31.553321,2025-11-17 18:18:49.037767,0 days 00:00:17.484446,0.256912188083425,0.8660731965487081,0.03846043759988321,"{'w_mf': 0.7456854034605989, 'w_knn': 0.22120032046755506, 'w_pop': 0.03311427607184605}",COMPLETE
118,0.04855568239562259,2025-11-17 18:18:49.037767,2025-11-17 18:19:03.805693,0 days 00:00:14.767926,0.1312073541351108,0.8401973338641376,0.01834921448586334,"{'w_mf': 0.8488951968307862, 'w_knn': 0.13256563455387282, 'w_pop': 0.018539168615341082}",COMPLETE
119,0.04003833045966151,2025-11-17 18:19:03.806699,2025-11-17 18:19:18.656103,0 days 00:00:14.849404,0.014645930646439625,0.8269044092982468,0.09077399448490274,"{'w_mf': 0.886927841269058, 'w_knn': 0.015709051137660413, 'w_pop': 0.0973631075932816}",COMPLETE
